OG,FG,ABV,IBU,Color,Efficiency,SugarScale,BrewMethod,Style
1.058,1.014,5.67,51.75,4.8,65.0,Specific Gravity,All Grain,Weissbier
1.063,1.018,5.82,41.97,4.14,65.0,Specific Gravity,BIAB,American IPA
1.048,1.0090000000000001,5.21,26.6,5.85,80.0,Specific Gravity,BIAB,American Pale Ale
1.061,1.01,6.67,76.87,7.88,75.0,Specific Gravity,All Grain,American IPA
1.056,1.012,5.73,36.5,15.45,60.0,Specific Gravity,All Grain,California Common Beer
1.053,1.015,5.01,26.23,17.25,70.0,Specific Gravity,All Grain,Irish Red Ale
1.0590000000000002,1.016,5.61,28.57,17.1,84.0,Specific Gravity,All Grain,Irish Red Ale
1.065,1.012,6.92,94.91,7.73,35.0,Specific Gravity,extract,American IPA
1.07,1.018,6.91,137.72,7.59,75.0,Specific Gravity,All Grain,American IPA
1.052,1.016,4.75,31.34,14.61,35.0,Specific Gravity,extract,California Common Beer
1.052,1.016,4.77,22.4,3.32,70.0,Specific Gravity,BIAB,Saison
1.052,1.014,4.93,38.61,34.6,72.0,Specific Gravity,BIAB,Oatmeal Stout
1.057,1.011,6.06,68.7,8.39,35.0,Specific Gravity,extract,American Pale Ale
13.9418,2.63217,6.08,40.26,5.81,82.0,Plato,All Grain,American Pale Ale
1.121,1.03,11.9,79.41,13.51,72.0,Specific Gravity,All Grain,American Pale Ale
1.061,1.0170000000000001,5.87,26.06,14.82,75.0,Specific Gravity,All Grain,American Light Lager
1.046,1.011,4.47,9.14,3.31,75.0,Specific Gravity,All Grain,Witbier
1.073,1.016,7.45,34.32,41.39,58.0,Specific Gravity,Partial Mash,Sweet Stout
1.054,1.015,5.15,35.83,8.16,70.0,Specific Gravity,BIAB,Saison
1.0490000000000002,1.0090000000000001,5.25,22.47,4.91,70.0,Specific Gravity,All Grain,Witbier
1.052,1.013,5.23,20.08,10.26,70.0,Specific Gravity,All Grain,Witbier
1.057,1.014,5.64,63.06,40.15,75.0,Specific Gravity,All Grain,American Stout
1.072,1.013,7.77,77.5,7.76,80.0,Specific Gravity,All Grain,American Light Lager
1.041,1.0090000000000001,4.15,19.47,5.43,65.0,Specific Gravity,All Grain,Blonde Ale
1.055,1.011,5.9,58.3,4.91,35.0,Specific Gravity,extract,American Pale Ale
1.07,1.026,5.77,31.44,33.87,70.0,Specific Gravity,All Grain,Sweet Stout
1.058,1.018,5.22,25.72,5.79,35.0,Specific Gravity,extract,Saison
1.062,1.0090000000000001,6.92,62.14,8.99,72.0,Specific Gravity,All Grain,American IPA
1.053,1.011,5.56,15.94,5.17,35.0,Specific Gravity,extract,American IPA
1.045,1.008,4.9,98.16,6.42,70.0,Specific Gravity,Partial Mash,American Pale Ale
1.077,1.016,8.04,78.78,7.91,70.0,Specific Gravity,All Grain,Imperial IPA
1.05,1.01,5.34,63.05,8.37,35.0,Specific Gravity,extract,American IPA
1.062,1.014,6.32,141.31,5.12,68.0,Specific Gravity,All Grain,American IPA
1.067,1.011,7.41,108.88,6.68,33.0,Specific Gravity,Partial Mash,American IPA
1.051,1.0090000000000001,5.48,39.12,5.39,75.0,Specific Gravity,All Grain,American Pale Ale
1.07,1.01,7.92,101.25,6.05,68.0,Specific Gravity,BIAB,American IPA
1.053,1.012,5.42,7.91,4.03,75.0,Specific Gravity,All Grain,Weissbier
1.047,1.011,4.72,44.04,5.75,70.0,Specific Gravity,All Grain,American Pale Ale
1.047,1.012,4.58,19.08,10.11,70.0,Specific Gravity,All Grain,Irish Red Ale
1.082,1.021,8.09,100.72,9.77,35.0,Specific Gravity,extract,Double IPA
1.065,1.016,6.44,56.07,48.96,70.0,Specific Gravity,All Grain,American Stout
1.05,1.0090000000000001,5.48,52.78,7.05,75.0,Specific Gravity,All Grain,American Pale Ale
1.056,1.015,5.41,59.25,3.63,75.0,Specific Gravity,All Grain,American Light Lager
1.044,1.018,3.32,18.82,2.46,75.0,Specific Gravity,All Grain,American IPA
1.048,1.013,4.53,34.61,6.87,35.0,Specific Gravity,extract,American Pale Ale
1.05,1.012,5.05,80.0,15.04,60.0,Specific Gravity,All Grain,American IPA
1.077,1.02,7.44,70.72,5.93,70.0,Specific Gravity,All Grain,American IPA
1.055,1.011,5.78,16.67,18.01,35.0,Specific Gravity,extract,American Light Lager
1.06,1.015,5.92,34.5,7.74,50.0,Specific Gravity,BIAB,American Pale Ale
1.06,1.013,6.25,61.49,33.63,70.0,Specific Gravity,All Grain,American Stout
1.112,1.026,11.32,40.59,47.16,55.0,Specific Gravity,All Grain,Russian Imperial Stout
1.051,1.0090000000000001,5.44,83.13,5.06,72.0,Specific Gravity,All Grain,Saison
1.055,1.011,5.88,33.39,6.77,75.0,Specific Gravity,All Grain,American Light Lager
1.0490000000000002,1.0090000000000001,5.23,19.17,4.96,35.0,Specific Gravity,extract,Blonde Ale
1.052,1.01,5.5,36.63,6.54,35.0,Specific Gravity,extract,American Pale Ale
1.045,1.011,4.38,0.0,4.22,35.0,Specific Gravity,Partial Mash,American Light Lager
1.054,1.0090000000000001,5.9,25.36,6.1,75.0,Specific Gravity,All Grain,American IPA
1.064,1.016,6.26,165.87,9.58,35.0,Specific Gravity,extract,American IPA
1.045,1.015,3.95,20.97,35.25,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.063,1.016,6.2,44.46,39.6,50.0,Specific Gravity,All Grain,Robust Porter
1.068,1.0170000000000001,6.69,31.45,4.66,82.0,Specific Gravity,All Grain,American Light Lager
1.069,1.0170000000000001,6.85,40.32,9.94,70.0,Specific Gravity,All Grain,American Pale Ale
1.075,1.02,7.29,115.6,6.87,70.0,Specific Gravity,All Grain,American IPA
1.061,1.012,6.42,30.74,3.78,35.0,Specific Gravity,extract,Saison
1.053,1.01,5.58,39.8,10.38,70.0,Specific Gravity,All Grain,American Pale Ale
1.088,1.015,9.67,94.77,10.41,70.0,Specific Gravity,All Grain,Imperial IPA
1.065,1.011,7.03,92.45,5.27,80.0,Specific Gravity,All Grain,American IPA
1.054,1.01,5.86,74.11,3.99,66.0,Specific Gravity,All Grain,Blonde Ale
1.051,1.012,5.12,30.84,41.29,70.0,Specific Gravity,All Grain,American Stout
1.052,1.01,5.57,41.65,6.24,61.0,Specific Gravity,All Grain,American Light Lager
1.068,1.015,6.87,74.89,6.54,70.0,Specific Gravity,All Grain,American IPA
1.045,1.006,5.07,32.96,3.24,80.0,Specific Gravity,All Grain,American Pale Ale
1.06,1.015,5.93,29.38,26.96,70.0,Specific Gravity,All Grain,Saison
1.054,1.012,5.45,41.72,10.93,72.0,Specific Gravity,All Grain,American Pale Ale
1.057,1.012,5.91,30.99,5.84,70.0,Specific Gravity,All Grain,American Pale Ale
1.0490000000000002,1.008,5.32,29.16,3.87,70.0,Specific Gravity,BIAB,Blonde Ale
1.063,1.014,6.42,61.22,5.45,68.0,Specific Gravity,All Grain,American IPA
1.05,1.0090000000000001,5.35,31.84,49.22,62.0,Specific Gravity,All Grain,Robust Porter
1.058,1.0170000000000001,5.45,35.7,14.65,78.0,Specific Gravity,All Grain,Irish Red Ale
1.064,1.013,6.76,0.0,3.91,80.0,Specific Gravity,All Grain,American Light Lager
1.058,1.015,5.67,30.46,22.97,75.0,Specific Gravity,All Grain,American Brown Ale
1.052,1.011,5.3,41.61,5.53,72.0,Specific Gravity,All Grain,Weizen/Weissbier
1.06,1.011,6.35,0.0,15.34,35.0,Specific Gravity,All Grain,American Pale Ale
1.052,1.014,4.99,33.84,14.91,35.0,Specific Gravity,extract,Irish Red Ale
1.052,1.012,5.21,36.24,3.79,72.0,Specific Gravity,All Grain,Blonde Ale
1.064,1.016,6.26,41.28,45.19,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.065,1.016,6.39,10.44,14.89,35.0,Specific Gravity,extract,Witbier
1.062,1.01,6.8,49.41,10.68,75.0,Specific Gravity,All Grain,American IPA
1.056,1.015,5.43,29.09,8.48,80.0,Specific Gravity,All Grain,American Pale Ale
1.055,1.013,5.47,11.08,3.95,70.0,Specific Gravity,Partial Mash,Weissbier
1.073,1.0190000000000001,7.15,45.0,25.82,70.0,Specific Gravity,All Grain,Irish Red Ale
1.061,1.012,6.47,135.36,3.68,35.0,Specific Gravity,extract,American IPA
1.048,1.012,4.71,20.97,11.19,35.0,Specific Gravity,extract,Irish Red Ale
1.062,1.01,6.81,66.49,7.73,73.0,Specific Gravity,All Grain,American Light Lager
1.041,1.006,4.64,17.92,6.54,35.0,Specific Gravity,All Grain,Weizen/Weissbier
1.042,1.008,4.47,41.7,2.72,40.0,Specific Gravity,extract,American Pale Ale
1.0590000000000002,1.0170000000000001,5.54,52.13,20.33,65.0,Specific Gravity,All Grain,American Brown Ale
1.068,1.0170000000000001,6.7,91.17,12.64,35.0,Specific Gravity,extract,American IPA
1.046,1.008,5.06,41.15,7.39,66.0,Specific Gravity,All Grain,American Pale Ale
1.055,1.014,5.45,32.74,31.47,75.0,Specific Gravity,Partial Mash,American Light Lager
1.048,1.013,4.62,24.09,11.67,55.0,Specific Gravity,All Grain,Irish Red Ale
1.052,1.014,4.99,16.8,3.96,54.5,Specific Gravity,extract,Witbier
1.035,1.005,3.89,7.49,2.74,60.0,Specific Gravity,BIAB,American Light Lager
1.055,1.014,5.41,27.7,14.03,70.0,Specific Gravity,All Grain,Irish Red Ale
1.046,1.0090000000000001,4.78,21.62,4.83,35.0,Specific Gravity,Partial Mash,Blonde Ale
1.058,1.013,5.88,28.63,4.77,70.0,Specific Gravity,All Grain,American Pale Ale
1.047,1.01,4.86,19.32,9.74,65.0,Specific Gravity,All Grain,Irish Red Ale
1.055,1.01,5.86,22.61,3.63,70.0,Specific Gravity,All Grain,American Pale Ale
1.069,1.026,5.66,34.63,41.13,68.0,Specific Gravity,BIAB,American Stout
1.054,1.01,5.7,44.29,7.02,55.0,Specific Gravity,All Grain,American Pale Ale
1.058,1.01,6.31,28.01,5.43,70.0,Specific Gravity,All Grain,Saison
1.064,1.014,6.51,18.13,5.49,35.0,Specific Gravity,extract,Saison
1.056,1.0070000000000001,6.6,15.75,4.07,74.0,Specific Gravity,All Grain,Weissbier
1.058,1.013,5.89,15.35,1.56,75.0,Specific Gravity,All Grain,American Light Lager
14.3716,3.2839099999999997,5.98,60.96,5.49,35.0,Plato,extract,American IPA
1.072,1.015,7.48,75.56,5.53,75.0,Specific Gravity,BIAB,Double IPA
1.091,1.025,8.68,85.1,38.94,65.0,Specific Gravity,All Grain,Russian Imperial Stout
1.052,1.013,5.13,73.03,6.33,70.0,Specific Gravity,All Grain,American Light Lager
1.068,1.0190000000000001,6.47,79.66,5.76,60.0,Specific Gravity,All Grain,American IPA
1.055,1.014,5.37,15.84,3.43,80.0,Specific Gravity,All Grain,Blonde Ale
1.055,1.014,5.44,50.37,6.84,70.0,Specific Gravity,All Grain,American IPA
1.0979999999999999,1.022,9.96,144.24,7.81,57.5,Specific Gravity,All Grain,Double IPA
1.057,1.01,6.22,48.32,9.86,75.0,Specific Gravity,BIAB,American IPA
1.081,1.026,7.16,91.5,10.81,75.0,Specific Gravity,All Grain,American IPA
1.069,1.016,6.93,78.89,16.9,75.0,Specific Gravity,BIAB,American Amber Ale
1.041,1.008,4.28,48.17,4.62,70.0,Specific Gravity,All Grain,American Pale Ale
1.067,1.013,7.13,21.12,4.59,80.0,Specific Gravity,All Grain,Saison
1.06,1.015,5.96,35.22,10.89,70.0,Specific Gravity,All Grain,American Amber Ale
1.071,1.016,7.18,96.93,8.42,35.0,Specific Gravity,extract,American IPA
1.067,1.014,6.91,47.61,5.95,70.0,Specific Gravity,All Grain,American IPA
1.0659999999999998,1.013,6.92,62.84,7.2,70.0,Specific Gravity,All Grain,American IPA
1.036,1.0090000000000001,3.55,0.0,4.42,70.0,Specific Gravity,All Grain,American Light Lager
1.0759999999999998,1.011,8.55,30.58,3.74,75.0,Specific Gravity,Partial Mash,Saison
1.063,1.012,6.7,85.21,5.78,35.0,Specific Gravity,extract,California Common Beer
1.056,1.01,6.06,79.19,8.61,70.0,Specific Gravity,All Grain,American IPA
1.0659999999999998,1.014,6.83,164.87,8.79,35.0,Specific Gravity,All Grain,Imperial IPA
1.0590000000000002,1.015,5.79,35.26,31.66,72.0,Specific Gravity,All Grain,Sweet Stout
1.065,1.0170000000000001,6.34,70.91,10.95,70.0,Specific Gravity,All Grain,American IPA
1.06,1.0190000000000001,5.69,111.13,6.4,35.0,Specific Gravity,extract,American IPA
1.048,1.01,4.95,47.77,6.34,65.0,Specific Gravity,BIAB,American Pale Ale
1.058,1.011,6.21,69.24,6.34,70.0,Specific Gravity,BIAB,American IPA
1.047,1.012,4.6,0.0,28.14,70.0,Specific Gravity,All Grain,American Light Lager
1.044,1.011,4.35,54.82,6.08,35.0,Specific Gravity,extract,American Light Lager
1.062,1.021,5.44,31.36,19.09,75.0,Specific Gravity,BIAB,American Stout
1.064,1.0170000000000001,6.17,30.1,11.65,70.0,Specific Gravity,All Grain,American Pale Ale
1.0590000000000002,1.0190000000000001,5.27,37.63,9.2,81.0,Specific Gravity,All Grain,California Common Beer
1.09,1.045,5.93,40.53,34.27,70.0,Specific Gravity,All Grain,American Brown Ale
1.056,1.014,5.47,55.21,4.29,72.0,Specific Gravity,All Grain,American Pale Ale
1.021,1.006,2.02,34.51,2.13,35.0,Specific Gravity,All Grain,Witbier
1.064,1.015,6.4,105.57,8.35,70.0,Specific Gravity,All Grain,American IPA
1.062,1.016,5.99,98.3,7.9,68.0,Specific Gravity,All Grain,American IPA
1.071,1.014,7.52,58.89,9.34,75.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.015,6.01,104.47,6.43,75.0,Specific Gravity,All Grain,American IPA
1.062,1.015,6.16,46.94,9.17,70.0,Specific Gravity,All Grain,American Pale Ale
1.053,1.012,5.46,43.88,8.67,60.0,Specific Gravity,All Grain,American Pale Ale
1.056,1.01,6.02,19.28,3.61,75.0,Specific Gravity,All Grain,Saison
1.037,1.0070000000000001,3.9,12.42,5.6,70.0,Specific Gravity,All Grain,Saison
1.08,1.021,7.74,76.32,8.55,70.0,Specific Gravity,All Grain,Double IPA
1.053,1.015,4.94,31.53,3.23,75.0,Specific Gravity,All Grain,Saison
1.048,1.008,5.28,43.32,5.52,75.0,Specific Gravity,All Grain,American Light Lager
1.055,1.01,5.87,8.87,5.63,70.0,Specific Gravity,Partial Mash,Weissbier
1.064,1.016,6.35,72.17,8.41,70.0,Specific Gravity,All Grain,American IPA
1.063,1.016,6.19,123.69,8.71,70.0,Specific Gravity,All Grain,American IPA
1.074,1.013,7.95,76.84,4.28,72.0,Specific Gravity,All Grain,Double IPA
1.053,1.01,5.67,58.49,7.92,60.0,Specific Gravity,All Grain,Blonde Ale
1.055,1.014,5.47,37.74,9.19,70.0,Specific Gravity,All Grain,American Pale Ale
1.043,1.0070000000000001,4.69,16.37,2.52,80.0,Specific Gravity,All Grain,American Light Lager
1.051,1.012,5.07,12.38,4.06,70.0,Specific Gravity,All Grain,Kölsch
1.068,1.018,6.56,48.79,7.39,70.0,Specific Gravity,All Grain,American IPA
1.057,1.011,6.1,41.15,7.45,70.0,Specific Gravity,All Grain,American Pale Ale
1.055,1.02,4.5,34.49,31.41,79.0,Specific Gravity,All Grain,Sweet Stout
1.102,1.0290000000000001,9.6,85.35,17.7,70.0,Specific Gravity,BIAB,American Light Lager
1.058,1.011,6.2,68.93,8.07,35.0,Specific Gravity,extract,American IPA
1.046,1.0070000000000001,5.08,6.66,9.21,84.0,Specific Gravity,All Grain,American Pale Ale
1.093,1.018,9.84,84.35,5.74,70.0,Specific Gravity,All Grain,American IPA
1.071,1.0170000000000001,7.14,132.2,7.22,70.0,Specific Gravity,All Grain,American IPA
1.058,1.011,6.11,31.78,9.41,35.0,Specific Gravity,extract,American Pale Ale
1.062,1.015,6.14,57.26,5.79,75.0,Specific Gravity,Partial Mash,American IPA
1.055,1.01,5.81,49.75,5.4,70.0,Specific Gravity,All Grain,American IPA
1.064,1.015,6.52,40.3,7.21,65.0,Specific Gravity,All Grain,American IPA
1.05,1.013,4.84,15.58,3.66,70.0,Specific Gravity,All Grain,Weissbier
1.07,1.0190000000000001,6.73,62.66,6.38,73.0,Specific Gravity,All Grain,American Pale Ale
1.0490000000000002,1.0090000000000001,5.25,17.95,5.6,75.0,Specific Gravity,All Grain,Blonde Ale
1.058,1.014,5.76,34.15,5.88,65.0,Specific Gravity,All Grain,American Pale Ale
1.0659999999999998,1.022,5.69,26.91,41.62,70.0,Specific Gravity,All Grain,Sweet Stout
1.053,1.011,5.57,59.05,19.35,86.0,Specific Gravity,All Grain,American Brown Ale
1.06,1.016,5.68,49.72,9.84,75.0,Specific Gravity,All Grain,American IPA
1.0859999999999999,1.0170000000000001,8.98,29.85,5.88,60.0,Specific Gravity,All Grain,Saison
1.0659999999999998,1.0170000000000001,6.41,21.84,6.67,70.0,Specific Gravity,BIAB,American IPA
1.0759999999999998,1.021,7.31,34.98,4.92,75.0,Specific Gravity,All Grain,American IPA
1.054,1.014,5.35,14.66,3.94,82.0,Specific Gravity,All Grain,Weizen/Weissbier
1.048,1.012,4.76,24.65,9.7,65.0,Specific Gravity,All Grain,Irish Red Ale
1.041,1.011,3.95,51.07,4.01,72.0,Specific Gravity,All Grain,American Pale Ale
1.061,1.011,6.58,80.4,8.9,70.0,Specific Gravity,All Grain,American IPA
1.042,1.0070000000000001,4.56,24.77,5.55,65.0,Specific Gravity,BIAB,Blonde Ale
1.053,1.01,5.74,38.14,14.57,75.0,Specific Gravity,All Grain,American Amber Ale
1.056,1.013,5.6,46.74,4.91,85.0,Specific Gravity,All Grain,American Pale Ale
1.057,1.012,5.93,41.7,7.87,70.0,Specific Gravity,BIAB,American Pale Ale
1.056,1.016,5.27,19.73,4.94,75.0,Specific Gravity,All Grain,American Light Lager
1.053,1.0090000000000001,5.8,25.21,4.11,72.0,Specific Gravity,All Grain,Blonde Ale
1.08,1.015,8.55,67.63,44.14,70.0,Specific Gravity,All Grain,Russian Imperial Stout
12.5533,1.95186,5.74,14.63,3.41,75.0,Plato,All Grain,Weissbier
1.038,1.0090000000000001,3.81,31.51,2.79,75.0,Specific Gravity,BIAB,American Light Lager
1.056,1.008,6.3,24.03,4.39,80.0,Specific Gravity,All Grain,American Light Lager
1.0590000000000002,1.023,4.73,28.85,32.31,60.0,Specific Gravity,BIAB,Sweet Stout
1.062,1.01,6.78,53.17,4.93,64.0,Specific Gravity,BIAB,American IPA
1.062,1.015,6.16,37.11,3.01,75.0,Specific Gravity,All Grain,American IPA
1.042,1.011,4.13,0.0,3.17,35.0,Specific Gravity,extract,California Common Beer
1.04,1.0070000000000001,4.33,21.77,3.36,60.0,Specific Gravity,BIAB,American Pale Ale
1.055,1.01,5.97,41.45,9.82,75.0,Specific Gravity,Partial Mash,American Pale Ale
1.068,1.0170000000000001,6.7,77.78,9.87,35.0,Specific Gravity,extract,American IPA
1.074,1.014,7.91,106.84,25.11,35.0,Specific Gravity,extract,American IPA
1.06,1.021,5.23,32.74,32.5,65.0,Specific Gravity,All Grain,Sweet Stout
1.04,1.008,4.2,27.05,4.16,35.0,Specific Gravity,extract,Saison
1.045,1.012,4.27,28.69,6.93,35.0,Specific Gravity,All Grain,Witbier
1.065,1.0170000000000001,6.29,213.86,4.65,60.0,Specific Gravity,All Grain,American IPA
1.046,1.01,4.83,45.02,5.34,70.0,Specific Gravity,All Grain,American Pale Ale
1.052,1.0090000000000001,5.57,10.96,4.33,65.0,Specific Gravity,All Grain,Witbier
1.056,1.014,5.49,25.36,39.63,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.053,1.011,5.53,41.37,10.72,80.0,Specific Gravity,All Grain,American Amber Ale
1.045,1.012,4.24,51.84,7.99,75.0,Specific Gravity,All Grain,American IPA
1.064,1.011,6.98,107.04,5.06,70.0,Specific Gravity,All Grain,American IPA
1.016,1.004,1.58,0.0,7.69,35.0,Specific Gravity,extract,American Light Lager
1.07,1.0170000000000001,6.95,40.67,39.92,75.0,Specific Gravity,All Grain,American Stout
1.06,1.012,6.36,40.14,3.59,80.0,Specific Gravity,BIAB,American Pale Ale
1.068,1.011,7.41,163.3,6.81,70.0,Specific Gravity,All Grain,American IPA
1.069,1.016,6.85,35.38,4.99,75.0,Specific Gravity,All Grain,California Common Beer
1.071,1.013,7.66,67.28,11.63,75.0,Specific Gravity,All Grain,American IPA
1.048,1.008,5.27,39.47,3.65,77.0,Specific Gravity,All Grain,American Pale Ale
1.043,1.011,4.27,49.72,30.02,75.0,Specific Gravity,All Grain,American Stout
1.0490000000000002,1.006,5.6,41.8,4.63,77.0,Specific Gravity,BIAB,American Pale Ale
1.07,1.02,6.48,65.45,37.22,70.0,Specific Gravity,All Grain,American IPA
1.057,1.014,5.62,30.23,10.78,80.0,Specific Gravity,All Grain,Irish Red Ale
1.043,1.011,4.26,41.76,3.17,70.0,Specific Gravity,BIAB,American Pale Ale
1.058,1.011,6.14,66.77,4.98,70.0,Specific Gravity,extract,American IPA
1.0590000000000002,1.012,6.21,68.09,7.74,35.0,Specific Gravity,All Grain,American IPA
1.061,1.012,6.47,44.59,22.91,35.0,Specific Gravity,extract,American IPA
1.048,1.006,5.48,21.02,9.14,75.0,Specific Gravity,All Grain,Saison
1.055,1.012,5.7,46.76,5.41,77.0,Specific Gravity,All Grain,American Pale Ale
1.044,1.0090000000000001,4.55,38.79,12.96,67.0,Specific Gravity,Partial Mash,American Amber Ale
1.065,1.0170000000000001,6.33,36.04,4.4,70.0,Specific Gravity,All Grain,American IPA
1.089,1.023,8.72,105.2,11.09,70.0,Specific Gravity,BIAB,American IPA
1.043,1.01,4.34,47.22,7.49,70.0,Specific Gravity,All Grain,American IPA
1.056,1.011,5.95,29.38,5.76,75.0,Specific Gravity,All Grain,California Common Beer
1.07,1.0170000000000001,7.0,48.2,8.17,60.0,Specific Gravity,All Grain,American IPA
1.05,1.012,5.05,22.07,3.59,70.0,Specific Gravity,All Grain,Kölsch
1.089,1.022,8.74,46.23,34.19,70.0,Specific Gravity,BIAB,American Stout
1.048,1.01,4.92,33.78,7.52,72.0,Specific Gravity,BIAB,American IPA
1.055,1.014,5.45,77.32,8.13,75.0,Specific Gravity,All Grain,American IPA
1.051,1.012,5.15,47.74,7.15,70.0,Specific Gravity,BIAB,American IPA
1.0590000000000002,1.01,6.36,67.33,8.23,60.0,Specific Gravity,BIAB,American Pale Ale
1.057,1.011,6.02,45.32,5.22,15.0,Specific Gravity,extract,American Pale Ale
1.052,1.01,5.53,43.96,4.35,70.0,Specific Gravity,All Grain,American Pale Ale
1.057,1.014,5.64,67.2,14.38,70.0,Specific Gravity,All Grain,American Amber Ale
1.062,1.022,5.26,39.72,5.41,35.0,Specific Gravity,extract,American Pale Ale
1.0490000000000002,1.011,4.97,25.77,17.99,70.0,Specific Gravity,All Grain,Irish Red Ale
1.05,1.011,5.15,36.92,34.35,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.056,1.013,5.6,59.11,12.18,76.0,Specific Gravity,BIAB,American Amber Ale
1.0490000000000002,1.012,4.85,9.85,7.29,35.0,Specific Gravity,BIAB,Weizen/Weissbier
1.08,1.0190000000000001,8.07,63.11,6.65,66.0,Specific Gravity,All Grain,American Pale Ale
1.061,1.0190000000000001,5.42,29.59,37.99,75.0,Specific Gravity,All Grain,Sweet Stout
1.047,1.011,4.69,71.63,7.86,35.0,Specific Gravity,extract,American IPA
1.0659999999999998,1.0170000000000001,6.4,45.7,6.55,75.0,Specific Gravity,All Grain,American IPA
1.06,1.016,5.72,41.01,9.58,75.0,Specific Gravity,BIAB,American Pale Ale
1.04,1.008,4.27,66.93,4.46,62.0,Specific Gravity,All Grain,American IPA
1.054,1.014,5.35,62.99,39.53,35.0,Specific Gravity,Partial Mash,Robust Porter
1.045,1.01,4.64,25.82,4.48,75.0,Specific Gravity,All Grain,Kölsch
1.067,1.013,7.05,32.57,7.81,35.0,Specific Gravity,extract,American Light Lager
1.061,1.014,6.23,30.01,4.12,70.0,Specific Gravity,All Grain,American IPA
1.071,1.018,7.31,69.45,6.42,70.0,Specific Gravity,All Grain,American IPA
1.056,1.011,5.97,64.8,18.91,65.0,Specific Gravity,All Grain,American IPA
1.051,1.011,5.13,75.37,5.12,70.0,Specific Gravity,All Grain,American IPA
1.062,1.0190000000000001,5.56,39.83,8.45,70.0,Specific Gravity,All Grain,Kölsch
1.0490000000000002,1.015,4.42,27.25,3.8,75.0,Specific Gravity,All Grain,Saison
1.058,1.014,5.82,34.12,3.71,75.0,Specific Gravity,All Grain,American Pale Ale
1.045,1.0070000000000001,4.86,45.26,3.83,82.0,Specific Gravity,All Grain,American Pale Ale
1.058,1.011,6.18,34.36,5.52,66.0,Specific Gravity,All Grain,American Pale Ale
1.094,1.02,9.69,152.88,8.9,72.0,Specific Gravity,All Grain,Imperial IPA
1.058,1.011,6.19,65.71,4.17,70.0,Specific Gravity,Partial Mash,American IPA
1.088,1.015,9.57,126.0,5.76,70.0,Specific Gravity,All Grain,American IPA
1.062,1.015,6.07,63.24,9.04,75.0,Specific Gravity,All Grain,American IPA
1.056,1.011,5.95,41.94,5.28,70.0,Specific Gravity,All Grain,Saison
1.051,1.013,4.99,48.52,10.85,70.0,Specific Gravity,Partial Mash,American Light Lager
1.055,1.01,5.95,40.67,5.37,75.0,Specific Gravity,All Grain,American Pale Ale
1.047,1.012,4.64,30.55,9.98,74.0,Specific Gravity,All Grain,American Pale Ale
10.0267,2.1233400000000002,4.18,22.91,5.62,80.0,Plato,BIAB,Blonde Ale
1.06,1.021,5.13,40.67,18.66,74.0,Specific Gravity,All Grain,American Light Lager
1.067,1.018,6.41,78.7,7.21,72.0,Specific Gravity,BIAB,American IPA
1.065,1.011,7.16,58.48,9.32,72.0,Specific Gravity,All Grain,California Common Beer
1.037,1.0090000000000001,3.61,37.57,7.26,35.0,Specific Gravity,extract,American Light Lager
1.047,1.012,4.61,21.53,3.87,60.0,Specific Gravity,All Grain,Kölsch
1.0659999999999998,1.013,6.89,33.55,4.5,70.0,Specific Gravity,All Grain,Saison
1.055,1.011,5.81,51.11,15.12,70.0,Specific Gravity,All Grain,American Amber Ale
1.047,1.008,5.17,53.74,6.22,70.0,Specific Gravity,BIAB,American IPA
1.0659999999999998,1.018,6.26,39.42,6.53,73.0,Specific Gravity,All Grain,American Pale Ale
1.047,1.01,4.84,49.26,6.33,75.0,Specific Gravity,All Grain,American Pale Ale
1.041,1.01,4.02,0.0,10.5,35.0,Specific Gravity,All Grain,Weissbier
1.053,1.013,5.17,44.52,4.9,65.0,Specific Gravity,All Grain,American IPA
1.06,1.02,5.32,22.23,14.84,70.0,Specific Gravity,All Grain,California Common Beer
1.061,1.0170000000000001,5.87,24.79,17.33,85.0,Specific Gravity,All Grain,Irish Red Ale
1.056,1.013,5.66,15.18,9.76,83.0,Specific Gravity,All Grain,Weissbier
1.104,1.025,10.39,72.01,6.51,70.0,Specific Gravity,All Grain,American Light Lager
1.054,1.013,5.28,60.83,4.9,35.0,Specific Gravity,extract,American Pale Ale
1.05,1.012,4.94,31.22,28.3,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.048,1.011,4.81,29.73,4.33,65.0,Specific Gravity,All Grain,Kölsch
1.0490000000000002,1.01,5.14,62.7,5.1,77.0,Specific Gravity,All Grain,American IPA
1.052,1.013,5.06,30.59,7.06,70.0,Specific Gravity,All Grain,American Pale Ale
1.0659999999999998,1.012,7.1,71.91,6.41,65.0,Specific Gravity,All Grain,American IPA
1.081,1.016,8.5,76.32,9.48,70.0,Specific Gravity,All Grain,Double IPA
1.055,1.014,5.42,36.35,39.07,60.0,Specific Gravity,All Grain,Oatmeal Stout
1.064,1.012,6.79,57.47,17.77,50.0,Specific Gravity,BIAB,American IPA
